call_id,date,technician_id,machine_id,issue_type,duration_hours
C01558,2023-09-19,T043,M3416,Software Update,4.14
C01559,2024-06-30,T322,M1591,Sensor Replacement,7.3
C01560,2023-01-01,T554,M2720,Emergency Repair,0.56
C01561,2023-11-08,T945,M4335,Emergency Repair,0.5
C01562,2023-11-11,T492,M1809,Sensor Replacement,1.85
C01563,2023-02-20,T178,M4023,Emergency Repair,1.84
C01564,2024-01-26,T179,M2069,Sensor Replacement,0.23
C01565,2023-05-19,T095,M2183,Mechanical Failure,3.99
C01566,2023-12-24,T778,M971,Calibration,1.11
C01567,2023-05-07,T863,M2532,Routine Maintenance,3.58
C01568,2023-06-21,T971,M649,Routine Maintenance,0.66
C01569,2024-02-14,T933,M4333,Software Update,2.24
C01570,2023-01-30,T593,M4348,Electrical Fault,2.52
C01571,2023-01-26,T010,M1006,Inspection,0.81
C01572,2023-08-29,T731,M4371,Inspection,6.52
C01573,2024-04-12,T657,M3053,Electrical Fault,0.91
C01574,2023-03-25,T182,M1628,Software Update,0.39
C01575,2024-06-17,T007,M334,Routine Maintenance,2.88
C01576,2024-03-08,T820,M3267,Electrical Fault,0.52
C01577,2024-05-15,T160,M3708,Routine Maintenance,3.73
C01578,2023-08-31,T115,M1229,Mechanical Failure,3.85
C01579,2023-02-23,T647,M163,Emergency Repair,6.34
C01580,2023-04-13,T168,M652,Inspection,6.23
C01581,2023-11-21,T147,M4255,Calibration,0.67
C01582,2024-02-08,T175,M3741,Electrical Fault,3.92
C01583,2023-01-26,T622,M2681,Emergency Repair,0.42
C01584,2023-12-19,T526,M713,Inspection,0.37
C01585,2023-11-30,T279,M649,Calibration,4.48
C01586,2023-11-01,T076,M965,Calibration,0.7
C01587,2023-07-03,T971,M3415,Software Update,0.87
C01588,2023-07-05,T225,M857,Emergency Repair,9.34
C01589,2024-05-21,T103,M3867,Software Update,7.12
C01590,2023-07-19,T308,M4842,Software Update,4.13
C01591,2023-11-09,T150,M2317,Software Update,3.23
C01592,2023-03-05,T098,M3884,Inspection,5.0
C01593,2024-05-08,T748,M2704,Routine Maintenance,0.3
C01594,2024-02-28,T604,M508,Sensor Replacement,2.1
C01595,2023-10-19,T088,M377,Inspection,2.95
C01596,2023-05-18,T894,M4239,Software Update,5.0
C01597,2023-12-14,T069,M4605,Routine Maintenance,0.74
C01598,2023-02-19,T826,M4831,Routine Maintenance,8.64
C01599,2023-02-20,T606,M4380,Electrical Fault,2.38
C01600,2023-05-01,T128,M4571,Sensor Replacement,6.37
C01601,2024-02-03,T819,M1416,Software Update,1.02
C01602,2023-08-19,T982,M1610,Sensor Replacement,3.16
C01603,2023-12-30,T524,M2980,Inspection,0.51
C01604,2024-02-12,T778,M3238,Sensor Replacement,1.24
C01605,2024-06-10,T695,M1394,Calibration,0.96
C01606,2023-02-26,T730,M3058,Software Update,1.17
C01607,2024-04-01,T511,M439,Emergency Repair,0.31
C01608,2024-01-06,T972,M2387,Electrical Fault,6.72
C01609,2024-02-12,T015,M1371,Mechanical Failure,0.14
C01610,2023-01-27,T546,M1839,Software Update,2.19
C01611,2023-06-17,T280,M3273,Software Update,1.39
C01612,2023-01-23,T706,M4329,Mechanical Failure,0.11
C01613,2023-02-12,T332,M3253,Routine Maintenance,3.22
C01614,2023-05-23,T970,M4627,Sensor Replacement,2.56
C01615,2024-02-17,T294,M4048,Calibration,4.43
C01616,2023-06-16,T453,M1471,Mechanical Failure,2.73
C01617,2023-08-23,T318,M894,Inspection,2.2
C01618,2023-05-01,T124,M3355,Routine Maintenance,4.14
C01619,2024-05-12,T887,M2187,Electrical Fault,0.79
C01620,2023-02-20,T584,M303,Inspection,0.88
C01621,2024-06-08,T751,M1157,Calibration,0.53
C01622,2024-01-07,T030,M4037,Mechanical Failure,2.34
C01623,2023-06-21,T429,M1351,Mechanical Failure,0.22
C01624,2024-03-15,T303,M245,Sensor Replacement,0.1
C01625,2024-05-05,T385,M2852,Electrical Fault,4.72
C01626,2023-04-12,T150,M3128,Routine Maintenance,1.78
C01627,2023-02-08,T951,M4635,Emergency Repair,0.35
C01628,2023-05-02,T388,M2862,Routine Maintenance,0.91
C01629,2023-08-05,T405,M701,Sensor Replacement,4.46
C01630,2023-12-06,T347,M2389,Emergency Repair,6.43
C01631,2024-04-18,T517,M3413,Electrical Fault,1.96
C01632,2024-01-09,T234,M1153,Calibration,7.82
C01633,2023-12-30,T849,M1384,Mechanical Failure,3.86
C01634,2023-09-21,T580,M4620,Inspection,6.35
C01635,2024-03-27,T778,M3753,Sensor Replacement,9.95
C01636,2023-01-15,T170,M286,Sensor Replacement,0.95
C01637,2024-02-04,T096,M4280,Software Update,4.94
C01638,2024-02-14,T949,M3929,Electrical Fault,0.66
C01639,2024-06-19,T778,M480,Mechanical Failure,3.1
C01640,2024-01-30,T676,M668,Inspection,10.56
C01641,2023-12-12,T522,M1432,Sensor Replacement,2.08
C01642,2024-03-14,T501,M294,Electrical Fault,0.46
C01643,2023-06-12,T858,M3187,Electrical Fault,0.65
C01644,2023-02-03,T092,M1431,Software Update,2.1
C01645,2023-07-28,T683,M509,Calibration,8.35
C01646,2024-05-30,T777,M503,Routine Maintenance,2.87
C01647,2024-04-27,T890,M4956,Emergency Repair,2.19
C01648,2023-02-08,T231,M2204,Sensor Replacement,2.21
C01649,2023-08-05,T632,M2432,Inspection,3.97
C01650,2023-01-11,T453,M4070,Sensor Replacement,2.43
C01651,2023-10-05,T593,M4168,Electrical Fault,2.62
C01652,2023-06-19,T165,M2779,Software Update,1.3
C01653,2024-05-01,T391,M094,Calibration,8.1
C01654,2024-02-16,T893,M653,Mechanical Failure,2.9
C01655,2023-11-25,T237,M122,Mechanical Failure,1.74
C01656,2023-06-05,T660,M2365,Sensor Replacement,4.07
C01657,2024-02-20,T610,M3553,Mechanical Failure,1.08
C01658,2023-05-15,T205,M2439,Inspection,1.47
C01659,2023-12-12,T019,M1890,Calibration,1.61
C01660,2023-02-14,T436,M3980,Software Update,0.51
C01661,2024-01-13,T859,M1831,Software Update,0.35
C01662,2023-07-05,T265,M3155,Sensor Replacement,1.31
C01663,2024-06-13,T609,M2947,Inspection,3.7
C01664,2023-07-25,T510,M4322,Emergency Repair,0.32
C01665,2023-06-21,T213,M4952,Emergency Repair,0.34
C01666,2023-03-02,T596,M3828,Routine Maintenance,1.27
C01667,2023-02-02,T074,M1996,Routine Maintenance,0.98
C01668,2024-06-18,T944,M2102,Emergency Repair,1.7
C01669,2023-07-24,T483,M1666,Sensor Replacement,1.65
C01670,2023-09-01,T124,M3054,Sensor Replacement,7.95
C01671,2023-09-05,T986,M2640,Inspection,5.53
C01672,2023-02-27,T609,M4362,Mechanical Failure,1.48
C01673,2024-02-08,T822,M3619,Routine Maintenance,0.95
C01674,2024-03-09,T212,M795,Calibration,0.85
C01675,2023-02-23,T076,M3021,Calibration,0.37
C01676,2023-12-17,T804,M1087,Calibration,0.76
C01677,2024-05-09,T758,M3351,Calibration,4.07
C01678,2023-03-09,T088,M1381,Sensor Replacement,0.07
C01679,2024-02-23,T024,M2510,Inspection,3.35
C01680,2023-07-11,T875,M2575,Mechanical Failure,4.43
C01681,2023-03-08,T380,M4118,Software Update,2.57
C01682,2023-04-21,T250,M332,Sensor Replacement,3.65
C01683,2023-03-26,T861,M3841,Inspection,0.59
C01684,2023-03-24,T429,M4937,Mechanical Failure,2.89
C01685,2023-05-26,T142,M3562,Software Update,4.9
C01686,2023-09-10,T336,M3658,Software Update,5.3
C01687,2023-09-28,T787,M2930,Mechanical Failure,0.76
C01688,2023-03-10,T025,M181,Mechanical Failure,0.87
C01689,2023-01-16,T626,M2887,Mechanical Failure,0.74
C01690,2024-03-16,T977,M2745,Inspection,0.24
C01691,2023-02-11,T019,M1292,Mechanical Failure,2.53
C01692,2024-05-11,T828,M4182,Electrical Fault,1.57
C01693,2023-02-22,T841,M4576,Routine Maintenance,0.76
C01694,2023-01-05,T433,M804,Emergency Repair,2.1
C01695,2024-03-31,T990,M383,Mechanical Failure,0.25
C01696,2024-02-04,T467,M2100,Electrical Fault,1.49
C01697,2023-09-14,T215,M1127,Inspection,0.56
C01698,2023-06-05,T762,M145,Inspection,8.55
C01699,2023-02-26,T506,M4466,Emergency Repair,1.84
C01700,2023-11-20,T616,M1809,Software Update,1.18
C01701,2024-06-24,T678,M4321,Mechanical Failure,1.15
C01702,2023-07-25,T698,M2857,Routine Maintenance,13.01
C01703,2023-12-22,T394,M1966,Calibration,4.95
C01704,2023-12-17,T182,M4250,Sensor Replacement,1.41
C01705,2023-01-01,T131,M1071,Emergency Repair,2.44
C01706,2023-08-17,T921,M2734,Mechanical Failure,0.38
C01707,2023-07-17,T632,M2759,Sensor Replacement,3.4
C01708,2023-01-19,T310,M305,Sensor Replacement,7.25
C01709,2024-04-07,T450,M071,Electrical Fault,2.18
C01710,2024-06-20,T146,M630,Inspection,9.44
C01711,2023-08-11,T039,M4332,Routine Maintenance,2.43
C01712,2024-02-13,T967,M3042,Software Update,1.36
C01713,2023-08-23,T549,M4867,Routine Maintenance,1.83
C01714,2023-09-10,T598,M3281,Inspection,1.0
C01715,2023-03-06,T551,M3073,Emergency Repair,3.41
C01716,2023-01-01,T821,M1321,Electrical Fault,0.64
C01717,2024-03-17,T313,M3351,Sensor Replacement,1.9
C01718,2024-01-23,T170,M4106,Electrical Fault,3.13
C01719,2024-05-18,T314,M1385,Software Update,1.52
C01720,2024-05-27,T067,M4188,Emergency Repair,9.89
C01721,2023-06-20,T039,M3594,Electrical Fault,1.72
C01722,2023-03-25,T474,M156,Sensor Replacement,3.61
C01723,2024-03-26,T831,M1581,Routine Maintenance,1.81
C01724,2024-06-06,T280,M2838,Inspection,2.39
C01725,2023-05-22,T731,M2423,Software Update,4.04
C01726,2023-08-14,T649,M909,Software Update,1.92
C01727,2023-05-02,T618,M2038,Software Update,3.72
C01728,2023-04-26,T356,M1982,Emergency Repair,4.68
C01729,2024-03-11,T397,M2612,Routine Maintenance,0.99
C01730,2023-12-01,T452,M846,Inspection,0.06
C01731,2023-05-03,T411,M2355,Emergency Repair,7.11
C01732,2023-07-02,T819,M4451,Sensor Replacement,0.04
C01733,2024-04-02,T644,M015,Routine Maintenance,2.41
C01734,2023-03-21,T906,M2445,Routine Maintenance,0.53
C01735,2023-12-07,T646,M1606,Inspection,4.06
C01736,2024-02-04,T539,M2630,Sensor Replacement,3.12
C01737,2024-03-26,T475,M4520,Emergency Repair,0.43
C01738,2023-07-14,T566,M831,Electrical Fault,0.69
C01739,2023-06-10,T664,M2910,Software Update,2.97
C01740,2023-07-02,T185,M4055,Mechanical Failure,1.73
C01741,2023-07-27,T837,M3779,Calibration,1.81
C01742,2023-05-27,T699,M2220,Inspection,2.07
C01743,2023-02-09,T251,M1345,Electrical Fault,2.58
C01744,2023-12-14,T824,M1150,Routine Maintenance,0.67
C01745,2023-11-21,T041,M2124,Sensor Replacement,6.5
C01746,2023-10-23,T731,M316,Routine Maintenance,7.25
C01747,2024-04-12,T691,M4060,Sensor Replacement,2.64
C01748,2024-04-10,T173,M3546,Electrical Fault,0.9
C01749,2023-04-22,T753,M2193,Electrical Fault,0.14
C01750,2023-11-02,T808,M3332,Calibration,0.76
C01751,2024-01-23,T042,M2014,Sensor Replacement,2.49
C01752,2023-06-01,T970,M2385,Inspection,0.63
C01753,2023-10-30,T180,M2646,Electrical Fault,1.8
C01754,2024-05-04,T981,M4391,Sensor Replacement,0.57
C01755,2024-01-11,T067,M4298,Electrical Fault,0.04
C01756,2023-10-08,T549,M1372,Electrical Fault,1.71
C01757,2023-07-01,T257,M4096,Mechanical Failure,1.3
C01758,2024-04-04,T091,M4561,Sensor Replacement,2.05
C01759,2023-08-30,T674,M3797,Electrical Fault,2.59
C01760,2024-03-14,T579,M455,Calibration,0.95
C01761,2024-04-05,T210,M4031,Emergency Repair,1.14
C01762,2023-10-03,T703,M3427,Mechanical Failure,4.51
C01763,2023-05-29,T197,M1269,Mechanical Failure,1.13
C01764,2023-03-13,T117,M3697,Software Update,0.07
C01765,2023-06-03,T952,M4858,Inspection,0.29
C01766,2023-12-28,T782,M2752,Electrical Fault,3.01
C01767,2023-10-11,T162,M801,Sensor Replacement,5.64
C01768,2024-06-18,T117,M3076,Inspection,0.94
C01769,2023-10-29,T152,M1407,Mechanical Failure,3.3
C01770,2023-07-08,T180,M1429,Mechanical Failure,1.39
C01771,2023-07-26,T947,M3864,Sensor Replacement,2.89
C01772,2024-02-24,T567,M1666,Sensor Replacement,5.94
C01773,2023-02-25,T025,M1159,Calibration,0.37
C01774,2023-10-30,T671,M2713,Inspection,1.26
C01775,2023-06-07,T272,M3413,Mechanical Failure,0.74
C01776,2023-09-14,T418,M2394,Inspection,1.96
C01777,2023-10-14,T152,M3159,Calibration,5.99
C01778,2023-10-24,T716,M4665,Sensor Replacement,0.8
C01779,2024-03-05,T567,M709,Mechanical Failure,0.76
C01780,2023-12-29,T323,M1838,Software Update,2.79
C01781,2023-07-03,T634,M905,Calibration,0.11
C01782,2023-11-01,T480,M3173,Inspection,0.51
C01783,2023-01-22,T768,M004,Electrical Fault,2.02
C01784,2023-01-10,T146,M257,Calibration,0.56
C01785,2023-05-05,T694,M258,Routine Maintenance,0.22
C01786,2023-11-25,T673,M4811,Mechanical Failure,0.28
C01787,2024-03-12,T667,M4898,Electrical Fault,3.15
C01788,2024-04-22,T371,M1370,Mechanical Failure,0.29
C01789,2023-12-03,T856,M2979,Calibration,2.4
C01790,2023-09-25,T498,M973,Calibration,0.4
C01791,2024-02-22,T693,M4344,Software Update,2.11
C01792,2023-12-31,T304,M2541,Calibration,4.27
C01793,2023-02-12,T703,M2887,Calibration,0.1
C01794,2023-01-23,T989,M3008,Inspection,0.84
C01795,2023-03-26,T331,M3909,Inspection,0.57
C01796,2023-01-28,T382,M4337,Mechanical Failure,4.37
C01797,2023-02-13,T886,M826,Sensor Replacement,1.16
C01798,2023-03-14,T697,M766,Software Update,0.59
C01799,2023-04-06,T590,M2197,Sensor Replacement,1.64
C01800,2023-01-02,T882,M2670,Electrical Fault,0.82
C01801,2023-02-14,T691,M1592,Software Update,0.34
C01802,2024-06-04,T497,M4860,Sensor Replacement,3.64
C01803,2023-11-29,T446,M1056,Electrical Fault,1.07
C01804,2023-12-19,T250,M2733,Inspection,3.04
C01805,2023-09-19,T064,M4595,Software Update,0.43
C01806,2023-12-28,T174,M1353,Calibration,1.98
C01807,2023-11-17,T958,M1659,Inspection,0.18
C01808,2024-05-14,T260,M1937,Mechanical Failure,1.39
C01809,2023-03-25,T354,M4213,Calibration,1.14
C01810,2024-03-07,T357,M4407,Calibration,1.84
C01811,2023-05-28,T542,M3191,Mechanical Failure,0.01
C01812,2024-01-29,T700,M4089,Routine Maintenance,1.75
C01813,2023-01-26,T850,M1615,Mechanical Failure,1.56
C01814,2023-12-04,T476,M4003,Calibration,2.28
C01815,2023-09-25,T035,M2127,Sensor Replacement,0.54
C01816,2024-02-18,T426,M3317,Electrical Fault,0.25
C01817,2023-09-29,T389,M1326,Electrical Fault,6.62
C01818,2023-02-27,T849,M3978,Electrical Fault,1.21
C01819,2023-12-20,T581,M940,Electrical Fault,2.31
C01820,2024-04-08,T077,M3208,Emergency Repair,1.43
C01821,2023-05-26,T578,M3617,Calibration,0.48
C01822,2023-10-30,T570,M3529,Electrical Fault,9.12
C01823,2023-09-16,T572,M3831,Mechanical Failure,1.27
C01824,2024-04-26,T126,M2382,Sensor Replacement,0.82
C01825,2023-02-23,T252,M3273,Sensor Replacement,1.58
C01826,2024-05-26,T934,M2228,Inspection,0.55
C01827,2023-07-09,T709,M2630,Inspection,0.35
C01828,2023-10-06,T487,M4619,Inspection,4.07
C01829,2023-01-11,T743,M3113,Electrical Fault,0.94
C01830,2024-03-16,T804,M3084,Calibration,4.94
C01831,2024-01-19,T500,M4983,Software Update,1.18
C01832,2024-06-04,T921,M1372,Mechanical Failure,5.79
C01833,2024-01-15,T168,M900,Mechanical Failure,1.73
C01834,2023-10-19,T878,M2006,Mechanical Failure,4.54
C01835,2024-02-26,T117,M3417,Software Update,1.79
C01836,2023-11-22,T899,M4215,Emergency Repair,6.13
C01837,2023-04-26,T266,M3408,Routine Maintenance,0.7
C01838,2023-09-17,T136,M2958,Routine Maintenance,4.5
C01839,2023-07-26,T745,M4833,Mechanical Failure,2.72
C01840,2023-07-22,T041,M4242,Software Update,2.43
C01841,2023-02-19,T036,M4971,Electrical Fault,4.98
C01842,2023-12-20,T545,M4634,Electrical Fault,1.28
C01843,2024-03-11,T263,M141,Routine Maintenance,0.57
C01844,2023-04-19,T505,M4224,Mechanical Failure,1.96
C01845,2024-04-19,T032,M4788,Calibration,1.05
C01846,2023-12-22,T250,M2789,Sensor Replacement,2.53
C01847,2024-01-10,T401,M2759,Electrical Fault,3.87
C01848,2024-06-29,T802,M4602,Electrical Fault,0.57
C01849,2023-02-25,T998,M309,Emergency Repair,0.14
C01850,2023-08-23,T659,M3749,Calibration,0.33
C01851,2023-04-05,T510,M3859,Routine Maintenance,1.65
C01852,2024-01-11,T995,M3145,Sensor Replacement,4.18
C01853,2023-03-26,T538,M2902,Emergency Repair,2.98
C01854,2023-07-22,T708,M3041,Inspection,0.02
C01855,2023-04-08,T113,M1132,Mechanical Failure,1.03
C01856,2024-02-09,T745,M3415,Sensor Replacement,3.78
C01857,2023-10-08,T076,M4216,Software Update,0.64
C01858,2024-03-28,T248,M1750,Emergency Repair,2.52
C01859,2023-05-14,T824,M519,Emergency Repair,0.05
C01860,2023-11-20,T797,M4837,Electrical Fault,0.85
C01861,2023-04-10,T818,M2988,Routine Maintenance,3.52
C01862,2024-06-03,T834,M870,Software Update,1.12
C01863,2023-09-09,T403,M1703,Sensor Replacement,0.25
C01864,2024-02-20,T377,M2878,Sensor Replacement,1.78
C01865,2024-04-07,T427,M1392,Routine Maintenance,0.45
C01866,2024-02-26,T127,M730,Sensor Replacement,1.01
C01867,2024-03-28,T180,M1622,Inspection,4.42
C01868,2024-01-14,T090,M2963,Inspection,2.06
C01869,2024-06-15,T420,M871,Electrical Fault,6.97
C01870,2024-01-19,T523,M3884,Routine Maintenance,0.56
C01871,2023-03-16,T678,M4157,Calibration,1.73
C01872,2024-04-18,T040,M462,Software Update,3.67
C01873,2023-09-04,T997,M1378,Sensor Replacement,2.25
C01874,2023-07-23,T586,M3762,Routine Maintenance,1.01
C01875,2023-11-20,T574,M4751,Mechanical Failure,0.85
C01876,2023-06-10,T709,M2928,Sensor Replacement,1.31
C01877,2023-12-23,T276,M744,Routine Maintenance,3.08
C01878,2024-06-26,T741,M1032,Software Update,0.45
C01879,2023-02-25,T974,M3040,Emergency Repair,0.66
C01880,2023-07-04,T952,M4056,Routine Maintenance,1.59
C01881,2024-03-16,T045,M1274,Inspection,1.08
C01882,2023-01-13,T768,M242,Calibration,2.63
C01883,2024-03-01,T860,M3921,Emergency Repair,3.83
C01884,2023-03-13,T567,M4980,Software Update,5.67
C01885,2023-09-12,T748,M2166,Routine Maintenance,5.06
C01886,2023-05-13,T752,M3625,Mechanical Failure,0.3
C01887,2024-01-12,T668,M4813,Electrical Fault,0.4
C01888,2023-02-11,T062,M4525,Calibration,1.31
C01889,2024-01-05,T476,M2529,Electrical Fault,2.68
C01890,2024-05-01,T275,M2242,Mechanical Failure,6.38
C01891,2023-12-01,T906,M1725,Calibration,0.06
C01892,2024-06-27,T821,M4198,Calibration,6.81
C01893,2024-04-26,T138,M3847,Electrical Fault,1.0
C01894,2024-05-11,T399,M4112,Inspection,1.07
C01895,2024-04-18,T831,M1941,Routine Maintenance,4.61
C01896,2023-08-19,T777,M4874,Inspection,1.38
C01897,2023-07-22,T131,M800,Calibration,0.25
C01898,2023-06-01,T476,M572,Mechanical Failure,0.43
C01899,2023-12-08,T669,M1174,Software Update,1.57
C01900,2023-11-22,T212,M2824,Electrical Fault,1.56
C01901,2024-02-25,T321,M1036,Electrical Fault,0.4
C01902,2023-03-16,T482,M2110,Electrical Fault,0.06
C01903,2024-04-28,T637,M2521,Inspection,0.3
C01904,2023-02-05,T523,M304,Calibration,2.59
C01905,2023-10-11,T461,M1823,Routine Maintenance,1.48
C01906,2024-06-12,T021,M4939,Routine Maintenance,1.8
C01907,2023-11-30,T719,M308,Emergency Repair,0.02
C01908,2023-03-17,T252,M4168,Routine Maintenance,3.78
C01909,2023-12-23,T237,M1140,Emergency Repair,3.9
C01910,2023-02-26,T476,M122,Inspection,2.06
C01911,2024-06-12,T298,M1183,Sensor Replacement,0.67
C01912,2024-05-22,T826,M302,Electrical Fault,3.25
C01913,2023-01-24,T355,M076,Sensor Replacement,3.13
C01914,2024-03-18,T524,M326,Electrical Fault,0.83
C01915,2024-04-17,T185,M1086,Electrical Fault,4.89
C01916,2023-02-13,T977,M3811,Software Update,2.58
C01917,2023-08-02,T345,M2139,Electrical Fault,0.35
C01918,2023-06-24,T282,M2674,Electrical Fault,0.85
C01919,2024-05-04,T909,M1807,Sensor Replacement,2.39
C01920,2023-10-03,T416,M4079,Software Update,0.92
C01921,2023-07-25,T250,M3145,Electrical Fault,0.83
C01922,2023-02-09,T929,M326,Calibration,0.91
C01923,2023-08-31,T990,M2661,Electrical Fault,0.73
C01924,2023-03-19,T331,M694,Mechanical Failure,2.29
C01925,2023-03-27,T035,M975,Emergency Repair,0.68
C01926,2023-11-17,T964,M2672,Calibration,3.82
C01927,2023-07-28,T746,M2724,Electrical Fault,3.51
C01928,2024-06-02,T473,M4836,Mechanical Failure,0.57
C01929,2024-06-02,T992,M541,Mechanical Failure,0.54
C01930,2024-01-19,T291,M4915,Emergency Repair,4.76
C01931,2023-12-30,T052,M3044,Calibration,2.25
C01932,2024-03-23,T178,M2519,Emergency Repair,3.79
C01933,2023-02-25,T951,M2280,Sensor Replacement,0.77
C01934,2023-06-19,T988,M176,Routine Maintenance,4.33
C01935,2024-01-12,T053,M2656,Sensor Replacement,3.03
C01936,2023-10-31,T122,M4598,Mechanical Failure,2.32
C01937,2024-06-02,T833,M2530,Calibration,3.02
C01938,2023-09-05,T243,M2412,Calibration,4.35
C01939,2023-02-20,T560,M4129,Software Update,6.8
C01940,2024-01-04,T910,M2608,Electrical Fault,0.62
C01941,2023-11-19,T738,M1578,Emergency Repair,0.98
C01942,2023-04-25,T234,M977,Routine Maintenance,0.08
C01943,2023-11-12,T692,M2065,Calibration,7.65
C01944,2024-05-10,T719,M4269,Inspection,2.17
C01945,2023-05-20,T076,M819,Software Update,1.85
C01946,2024-02-07,T380,M3034,Emergency Repair,0.78
C01947,2023-09-26,T799,M2281,Calibration,5.83
C01948,2023-05-01,T615,M074,Software Update,0.6
C01949,2023-11-16,T435,M3287,Mechanical Failure,1.38
C01950,2023-06-21,T114,M2668,Mechanical Failure,4.8
C01951,2023-07-26,T653,M3630,Inspection,5.8
C01952,2023-06-11,T178,M363,Electrical Fault,0.22
C01953,2023-10-27,T449,M4647,Mechanical Failure,8.8
C01954,2024-06-18,T760,M626,Mechanical Failure,6.96
C01955,2024-02-10,T072,M1732,Calibration,0.56
C01956,2023-12-29,T615,M579,Emergency Repair,0.07
C01957,2024-01-11,T645,M666,Sensor Replacement,11.88
C01958,2023-08-08,T567,M1573,Calibration,0.03
