call_id,satisfaction_score,comment,feedback_delay_days
C02439,4,Issue still persists,7
C02440,3,Everything was fine,2
C02441,5,,1
C02442,3,Everything was fine,2
C02443,2,Great Service.,0
C02444,5,Would appreciate faster response next time,5
C02445,2,Issue still persists,0
C02446,4,Everything was fine,5
C02447,4,,0
C02448,4,Great Service.,7
C02449,3,Would appreciate faster response next time,3
C02450,4,Quick and efficient,7
C02451,3,Quick and efficient,7
C02452,3,Took longer than expected.,1
C02453,4,Communication could be better,3
C02454,5,Resolved the issue quickly,7
C02455,3,Resolved the issue quickly,5
C02456,2,Resolved the issue quickly,14
C02457,4,Technician was very professional,14
C02458,5,Took longer than expected.,7
C02459,4,Issue still persists,1
C02460,4,Communication could be better,0
C02461,2,Everything was fine,2
C02462,5,Took longer than expected.,3
C02463,2,Would appreciate faster response next time,14
C02464,3,Took longer than expected.,0
C02465,2,Communication could be better,1
C02466,3,,0
C02467,5,Took longer than expected.,3
C02468,3,Great Service.,2
C02469,5,Everything was fine,14
C02470,3,Quick and efficient,3
C02471,4,,14
C02472,5,,1
C02473,3,Communication could be better,2
C02474,5,Great Service.,7
C02475,2,Everything was fine,14
C02476,4,Resolved the issue quickly,1
C02477,4,Took longer than expected.,3
C02478,5,Took longer than expected.,14
C02479,3,Technician was very professional,0
C02480,4,,2
C02481,1,Communication could be better,1
C02482,3,Everything was fine,14
C02483,5,Communication could be better,0
C02484,5,Resolved the issue quickly,5
C02485,3,Everything was fine,7
C02486,3,Would appreciate faster response next time,3
C02487,4,Quick and efficient,14
C02488,5,Everything was fine,1
C02489,2,Everything was fine,1
C02490,5,Communication could be better,0
C02491,4,,7
C02492,5,Great Service.,5
C02493,1,Took longer than expected.,7
C02494,4,Technician was very professional,2
C02495,3,Issue still persists,7
C02496,5,,14
C02497,5,Would appreciate faster response next time,14
C02498,4,,5
C02499,5,Quick and efficient,7
C02500,2,Technician was very professional,1
C02501,3,Quick and efficient,0
C02502,5,Everything was fine,5
C02503,3,Resolved the issue quickly,1
C02504,4,Would appreciate faster response next time,2
C02505,5,Resolved the issue quickly,14
C02506,5,Issue still persists,5
C02507,4,Great Service.,0
C02508,3,,3
C02509,4,Took longer than expected.,5
C02510,2,Technician was very professional,5
C02511,4,,3
C02512,4,Resolved the issue quickly,7
C02513,3,Communication could be better,5
C02514,5,Issue still persists,2
C02515,5,,3
C02516,3,,7
C02517,3,,5
C02518,4,Took longer than expected.,14
C02519,2,Would appreciate faster response next time,3
C02520,5,Issue still persists,0
C02521,1,Communication could be better,3
C02522,2,Quick and efficient,1
C02523,4,Took longer than expected.,2
C02524,4,Would appreciate faster response next time,1
C02525,4,Issue still persists,0
C02526,4,Would appreciate faster response next time,1
C02527,4,Communication could be better,1
C02528,2,Would appreciate faster response next time,7
C02529,3,Issue still persists,3
C02530,5,Great Service.,14
C02531,4,Took longer than expected.,3
C02532,4,,0
C02533,4,,5
C02534,3,Resolved the issue quickly,1
C02535,3,Quick and efficient,5
C02536,4,Issue still persists,3
C02537,4,Technician was very professional,0
C02538,5,Everything was fine,1
C02539,5,Quick and efficient,2
C02540,2,,3
C02541,5,Would appreciate faster response next time,1
C02542,3,Everything was fine,3
C02543,5,Issue still persists,2
C02544,4,Technician was very professional,2
C02545,3,Everything was fine,14
C02546,1,Took longer than expected.,2
C02547,4,Communication could be better,5
C02548,3,Communication could be better,1
C02549,4,Quick and efficient,14
C02550,5,Quick and efficient,2
C02551,4,Would appreciate faster response next time,0
C02552,3,Took longer than expected.,0
C02553,5,Communication could be better,14
C02554,5,Resolved the issue quickly,5
C02555,5,Would appreciate faster response next time,14
C02556,1,Took longer than expected.,2
C02557,5,Would appreciate faster response next time,3
C02558,5,Quick and efficient,2
C02559,3,Took longer than expected.,7
C02560,4,Everything was fine,0
C02561,5,Took longer than expected.,7
C02562,5,Resolved the issue quickly,7
C02563,4,Technician was very professional,14
C02564,2,Resolved the issue quickly,14
C02565,3,Quick and efficient,0
C02566,3,Resolved the issue quickly,14
C02567,5,Issue still persists,0
C02568,5,Communication could be better,7
C02569,3,Everything was fine,3
C02570,5,Resolved the issue quickly,14
C02571,5,Communication could be better,0
C02572,4,Resolved the issue quickly,14
C02573,4,Issue still persists,0
C02574,3,Issue still persists,0
C02575,5,Quick and efficient,2
C02576,4,Communication could be better,2
C02577,5,Everything was fine,0
C02578,4,Great Service.,0
C02579,5,Everything was fine,0
C02580,5,Issue still persists,7
C02581,4,Would appreciate faster response next time,1
C02582,4,,7
C02583,5,Issue still persists,3
C02584,4,Great Service.,0
C02585,3,Quick and efficient,1
C02586,5,Communication could be better,5
C02587,1,Would appreciate faster response next time,14
C02588,1,Communication could be better,3
C02589,2,Resolved the issue quickly,14
C02590,1,Took longer than expected.,3
C02591,5,Issue still persists,0
C02592,4,Communication could be better,14
C02593,3,Technician was very professional,7
C02594,3,Issue still persists,2
C02595,3,Everything was fine,2
C02596,3,Technician was very professional,5
C02597,4,Issue still persists,2
C02598,5,Took longer than expected.,0
C02599,3,,3
C02600,3,Everything was fine,3
C02601,5,Everything was fine,5
C02602,3,Quick and efficient,5
C02603,4,Communication could be better,1
C02604,5,Issue still persists,0
C02605,2,Technician was very professional,3
C02606,5,Great Service.,14
C02607,5,Everything was fine,2
C02608,5,Resolved the issue quickly,1
C02609,5,Technician was very professional,14
C02610,4,Great Service.,7
C02611,5,,2
C02612,3,Technician was very professional,2
C02613,5,Great Service.,1
C02614,5,Communication could be better,3
C02615,5,Technician was very professional,5
C02616,2,Quick and efficient,5
C02617,2,Issue still persists,1
C02618,4,Everything was fine,7
C02619,5,Would appreciate faster response next time,5
C02620,3,Technician was very professional,14
C02621,4,,1
C02622,2,Resolved the issue quickly,7
C02623,1,Technician was very professional,3
C02624,3,Took longer than expected.,2
C02625,2,Everything was fine,3
C02626,4,Would appreciate faster response next time,0
C02627,4,Technician was very professional,14
C02628,4,Would appreciate faster response next time,2
C02629,3,Quick and efficient,0
C02630,4,Took longer than expected.,3
C02631,3,Issue still persists,2
C02632,5,Would appreciate faster response next time,3
C02633,5,Communication could be better,14
C02634,5,,14
C02635,4,Everything was fine,0
C02636,1,Communication could be better,7
C02637,5,Would appreciate faster response next time,3
C02638,3,Quick and efficient,0
C02639,4,Great Service.,5
C02640,5,Issue still persists,14
C02641,4,Everything was fine,1
C02642,5,,5
C02643,2,Everything was fine,7
C02644,5,Communication could be better,1
C02645,4,Technician was very professional,5
C02646,5,Great Service.,3
C02647,5,,7
C02648,3,Great Service.,14
C02649,2,Would appreciate faster response next time,2
C02650,5,Communication could be better,7
C02651,5,Resolved the issue quickly,1
C02652,5,Issue still persists,14
C02653,3,Technician was very professional,2
C02654,4,Resolved the issue quickly,1
C02655,5,Communication could be better,1
C02656,5,Issue still persists,7
C02657,5,Communication could be better,14
C02658,5,Would appreciate faster response next time,7
C02659,2,,14
C02660,1,Great Service.,14
C02661,5,Communication could be better,1
C02662,5,Issue still persists,14
C02663,4,Everything was fine,2
C02664,1,Technician was very professional,3
C02665,5,Communication could be better,7
C02666,5,Issue still persists,0
C02667,3,Issue still persists,2
C02668,2,Communication could be better,2
C02669,4,Quick and efficient,7
C02670,4,,5
C02671,5,Everything was fine,5
C02672,5,Would appreciate faster response next time,3
C02673,1,Quick and efficient,0
C02674,3,Quick and efficient,2
C02675,3,Took longer than expected.,1
C02676,3,,5
C02677,3,Quick and efficient,5
C02678,4,Great Service.,7
C02679,5,Took longer than expected.,5
C02680,2,Took longer than expected.,7
C02681,5,Quick and efficient,2
C02682,5,Everything was fine,7
C02683,1,Everything was fine,0
C02684,4,Issue still persists,7
C02685,2,Everything was fine,7
C02686,3,Quick and efficient,1
C02687,4,Quick and efficient,0
C02688,5,,1
C02689,4,Would appreciate faster response next time,2
C02690,5,Took longer than expected.,7
C02691,3,Great Service.,5
C02692,3,Issue still persists,1
C02693,1,Technician was very professional,2
C02694,4,Took longer than expected.,2
C02695,2,,7
C02696,5,Everything was fine,3
C02697,3,Issue still persists,2
C02698,3,Took longer than expected.,2
C02699,5,Communication could be better,2
C02700,4,Issue still persists,3
C02701,3,Issue still persists,3
C02702,4,Resolved the issue quickly,3
C02703,4,Resolved the issue quickly,5
C02704,2,Everything was fine,14
C02705,4,Took longer than expected.,1
C02706,5,Would appreciate faster response next time,5
C02707,2,Would appreciate faster response next time,3
C02708,5,Technician was very professional,14
C02709,2,,1
C02710,5,Resolved the issue quickly,3
C02711,3,Issue still persists,2
C02712,5,Everything was fine,1
C02713,4,Quick and efficient,0
C02714,4,Great Service.,0
C02715,4,Took longer than expected.,7
C02716,1,Great Service.,14
C02717,5,Issue still persists,5
C02718,5,Everything was fine,2
C02719,3,Communication could be better,3
C02720,2,,3
C02721,3,Would appreciate faster response next time,3
C02722,2,Resolved the issue quickly,0
C02723,4,,0
C02724,2,Issue still persists,0
C02725,4,Resolved the issue quickly,1
C02726,2,Would appreciate faster response next time,14
C02727,5,,5
C02728,2,Everything was fine,7
C02729,2,,3
C02730,3,Quick and efficient,0
C02731,2,Everything was fine,0
C02732,4,Communication could be better,1
C02733,4,Communication could be better,0
C02734,2,Quick and efficient,2
C02735,3,Everything was fine,0
C02736,4,Resolved the issue quickly,7
C02737,4,Technician was very professional,2
C02738,3,Would appreciate faster response next time,0
C02739,4,Communication could be better,5
C02740,1,Communication could be better,7
C02741,3,Would appreciate faster response next time,1
C02742,5,Great Service.,14
C02743,4,Resolved the issue quickly,0
C02744,4,Took longer than expected.,0
C02745,3,,5
C02746,3,Great Service.,14
C02747,5,Great Service.,5
C02748,4,Great Service.,5
C02749,5,Issue still persists,3
C02750,4,Communication could be better,1
C02751,4,Quick and efficient,14
C02752,4,Would appreciate faster response next time,14
C02753,5,Resolved the issue quickly,0
C02754,2,Everything was fine,3
C02755,3,Issue still persists,5
C02756,5,Quick and efficient,7
C02757,5,Communication could be better,2
C02758,5,Quick and efficient,7
C02759,5,,0
C02760,4,Quick and efficient,7
C02761,2,Issue still persists,2
C02762,3,Issue still persists,5
C02763,5,Technician was very professional,3
C02764,4,Great Service.,3
C02765,4,Resolved the issue quickly,1
C02766,5,Quick and efficient,2
C02767,2,Quick and efficient,7
C02768,3,,5
C02769,4,Took longer than expected.,1
C02770,3,Quick and efficient,7
C02771,4,,2
C02772,4,Resolved the issue quickly,7
C02773,4,Great Service.,3
C02774,5,Would appreciate faster response next time,0
C02775,3,Would appreciate faster response next time,0
C02776,3,Quick and efficient,5
C02777,5,Everything was fine,14
C02778,4,Took longer than expected.,2
C02779,4,Resolved the issue quickly,2
C02780,3,Resolved the issue quickly,2
C02781,1,Technician was very professional,0
C02782,4,Technician was very professional,1
C02783,5,Quick and efficient,1
C02784,4,Took longer than expected.,2
C02785,4,Quick and efficient,1
C02786,4,Technician was very professional,7
C02787,3,Issue still persists,1
C02788,4,Great Service.,5
C02789,5,Would appreciate faster response next time,2
C02790,5,Communication could be better,14
C02791,3,Issue still persists,14
C02792,4,Issue still persists,0
C02793,2,Quick and efficient,7
C02794,4,,7
C02795,4,Everything was fine,14
C02796,3,Took longer than expected.,7
C02797,4,Everything was fine,1
C02798,5,Quick and efficient,0
C02799,5,Resolved the issue quickly,14
C02800,3,Communication could be better,0
C02801,4,Quick and efficient,1
C02802,3,Communication could be better,3
C02803,5,Resolved the issue quickly,0
C02804,3,Quick and efficient,3
